scenario,segment,stem,frame_id,frame_offset,timestamp,class_id,class_name,object_key,gt_track_id,matched,pred_score,velocity_valid,gt_x_ego,pred_x_ego,err_x_ego,gt_y_ego,pred_y_ego,err_y_ego,gt_z_ego,pred_z_ego,err_z_ego,gt_yaw_ego_rad,pred_yaw_ego_rad,yaw_error_rad,gt_vx_ego,pred_vx_ego,err_vx_ego,gt_vy_ego,pred_vy_ego,err_vy_ego,gt_speed,pred_speed,velocity_error,center_error_xy,center_error_3d,gt_x_global,pred_x_global,gt_y_global,pred_y_global,gt_z_global,pred_z_global,gt_yaw_global,pred_yaw_global,gt_vx_global,pred_vx_global,gt_vy_global,pred_vy_global
scen08,0,live_000170,170,170,1784644557.171,0,vehicle,scen08#seg0:0:3,3,True,0.869916155556993,True,15.81470012664795,15.800910949707031,-0.013789176940917969,-2.5178000926971436,-2.561384677886963,-0.043584585189819336,0.8068000078201294,0.748021125793457,-0.05877888202667236,0.12662700535718507,0.13221521415424067,0.005588208797055572,4.006199836730957,2.954202175140381,-1.0519976615905762,0.5715000033378601,0.6065284609794617,0.03502845764160156,4.0467578857201625,3.015822817338955,1.0525806728402294,0.045713865149170696,0.07446283931721936,138.0393979599281,138.07624867929383,1333.0032740070294,1332.9762225385093,0.5734285088227647,0.5146496267960924,1.3706008681445585,1.376189076941614,0.7448827006091395,0.37397999687793226,3.977612242033096,2.9925451086854906
scen08,0,live_000170,170,170,1784644557.171,0,vehicle,scen08#seg0:0:1,1,True,0.7914276060273728,True,28.7367000579834,29.400453567504883,0.6637535095214844,0.002400000113993883,0.02510710433125496,0.022707104217261076,0.8148000240325928,0.7533937692642212,-0.06140625476837158,0.2384059950331071,0.23339880423008652,-0.005007190803020478,3.914900064468384,3.2162749767303467,-0.6986250877380371,1.0033999681472778,1.0440044403076172,0.040604472160339355,4.04144207070354,3.381474530042155,0.6998040699913082,0.6641418026174989,0.6669745588166756,139.8010173586315,139.9926005207981,1346.0503498413823,1346.6862588175402,0.5814285250352281,0.5200222702668565,1.4823798578204803,1.4773726670174598,0.30653394874437256,0.043795459615706855,4.029800360950862,3.381190907807612
scen08,0,live_000170,170,170,1784644557.171,1,pedestrian,scen08#seg0:1:4,4,True,0.6675891653573771,True,27.885799407958984,28.384140014648438,0.4983406066894531,13.470800399780273,13.800369262695312,0.32956886291503906,0.3555999994277954,0.4825648367404938,0.12696483731269836,2.4805809866979156,1.2330212712969169,-1.2475597154009987,0.0,-0.013385855592787266,-0.013385855592787266,0.0,0.0004295706166885793,0.0004295706166885793,0.0,0.013392746576624091,0.013392746576624091,0.597460455326312,0.6108019855833509,126.7723676201506,126.62022868509393,1349.5683218756549,1350.146087174127,0.12222850043043076,0.24919333774312913,-2.5586304576942975,2.47699513408429,0.0,-0.004704164604534095,0.0,-0.012539397762218284
scen08,0,live_000170,170,170,1784644557.171,1,pedestrian,scen08#seg0:1:5,5,True,0.10027337790980972,True,39.2140007019043,38.7555046081543,-0.45849609375,19.00670051574707,18.96115493774414,-0.04554557800292969,0.5557000041007996,0.4923824369907379,-0.06331756711006165,0.26418800810329973,0.9974158953658064,0.7332278872625064,0.0,-0.007459393702447414,-0.007459393702447414,0.0,0.009471136145293713,0.009471136145293713,0.0,0.01205591034682994,0.01205591034682994,0.46075271855913097,0.46508298395487113,125.1662507228966,125.06219200962029,1362.074109462307,1361.6252611005511,0.3223285051034349,0.25901093799337327,1.5081618708906728,2.241389758153179,0.0,-0.011364531418584362,0.0,-0.004023978122059078
scen08,0,live_000171,171,171,1784644557.315,0,vehicle,scen08#seg0:0:3,3,True,0.8623879797866181,True,15.845600128173828,15.748343467712402,-0.09725666046142578,-2.481600046157837,-2.4932687282562256,-0.011668682098388672,0.8120999932289124,0.7417163252830505,-0.07038366794586182,0.12705399943411502,0.13037391676437013,0.003319917330255162,4.004000186920166,3.073169708251953,-0.9308304786682129,0.5763000249862671,0.5708699226379395,-0.005430102348327637,4.045261328475071,3.1257422357401836,0.9308463170841939,0.09795415328623037,0.12061872516129349,138.1469996577631,138.12708777957877,1333.5717848112408,1333.4758758270257,0.5759668932648706,0.5055832253190088,1.3737386766382684,1.3770585939685231,0.7288467890767923,0.4375555507990999,3.979060388296255,3.0949652121235447
scen08,0,live_000171,171,171,1784644557.315,0,vehicle,scen08#seg0:0:1,1,True,0.7089121307158237,True,28.761600494384766,29.91975212097168,1.158151626586914,0.06599999964237213,0.03911634162068367,-0.02688365802168846,0.8209999799728394,0.7514334917068481,-0.06956648826599121,0.23836200359489684,0.18776076424654753,-0.05060123934834948,3.9165000915527344,3.2717864513397217,-0.6447136402130127,1.0058000087738037,0.7859551906585693,-0.21984481811523438,4.043588335226765,3.364864357577184,0.6811662219523473,1.158463603759109,1.1605504803860125,139.8453604161595,140.2396772086473,1346.6266269086263,1347.715916671911,0.5848668800087976,0.5153003917428064,1.4850466807990497,1.434445441450701,0.29384327031586555,0.29692175146677924,4.032897563448896,3.3517382980177937
scen08,0,live_000171,171,171,1784644557.315,1,pedestrian,scen08#seg0:1:4,4,True,0.6982198527678065,True,27.38680076599121,27.90298080444336,0.5161800384521484,13.395099639892578,13.70219898223877,0.3070993423461914,0.35839998722076416,0.48232775926589966,0.1239277720451355,2.4778880104498016,1.4582794881842343,-1.0196085222655675,0.0,-0.015337888151407242,-0.015337888151407242,0.0,-0.002062191953882575,-0.002062191953882575,0.0,0.015475898959341157,0.015475898959341157,0.6006262050276567,0.6132780208437245,126.77242544779945,126.64570174890358,1349.5682833851608,1350.1553889483298,0.12226688725672244,0.24619465930185794,-2.558612619525631,2.704964165388388,0.0,-0.0029297864846870095,0.0,-0.015196045530133227
scen08,0,live_000171,171,171,1784644557.315,1,pedestrian,scen08#seg0:1:5,5,True,0.10652726967503767,True,38.72999954223633,38.193870544433594,-0.5361289978027344,18.900299072265625,18.844703674316406,-0.05559539794921875,0.5584999918937683,0.4705563187599182,-0.0879436731338501,0.2614770141505614,1.0057431242898407,0.7442661101392796,0.0,-0.009052613750100136,-0.009052613750100136,0.0,0.012263474054634571,0.012263474054634571,0.0,0.015242788839224839,0.015242788839224839,0.5390038502256699,0.5461311565936976,125.16629204659816,125.04825352128667,1362.0741106175014,1361.5481904171854,0.32236689192972656,0.2344232187958765,1.5081616913547151,2.252427801493994,0.0,-0.01450792120371495,0.0,-0.004675770946485242
scen08,0,live_000172,172,172,1784644557.399,0,vehicle,scen08#seg0:0:3,3,True,0.883222982482387,True,15.857399940490723,15.783135414123535,-0.0742645263671875,-2.4616000652313232,-2.487380027770996,-0.02577996253967285,0.8141999840736389,0.7441710233688354,-0.07002896070480347,0.12855600941655343,0.12911932078945706,0.0005633113729035522,4.002200126647949,2.938296318054199,-1.06390380859375,0.5812000036239624,0.5459812879562378,-0.03521871566772461,4.044180918054156,2.988591778662522,1.0644865766525995,0.0786118715277128,0.10528001558930608,138.2061334063025,138.20703975662713,1333.888548951735,1333.8099423052336,0.5763099519620593,0.5062809912572558,1.3767600638994253,1.3773233752723284,0.7175823679586553,0.41369903132702635,3.980009402394447,2.9598199152935467
scen08,0,live_000172,172,172,1784644557.399,0,vehicle,scen08#seg0:0:1,1,True,0.8098892396733071,True,28.770299911499023,29.164283752441406,0.3939838409423828,0.10109999775886536,0.08385714143514633,-0.017242856323719025,0.8245999813079834,0.8006828427314758,-0.02391713857650757,0.23937099653903585,0.21796598514576532,-0.021405011393270446,3.9166998863220215,3.2413172721862793,-0.6753826141357422,1.011299967765808,0.8830645084381104,-0.12823545932769775,4.045153349913704,3.359455400066526,0.6874489133788885,0.39436098059761593,0.3950855762181164,139.86935296529796,140.01060957084016,1346.9478030641524,1347.3159975160506,0.5867099491964037,0.5627928106198962,1.4875750510219072,1.4661700396286363,0.2825625273122878,0.19006922108750768,4.035272486769259,3.3540742800706327
